Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/01/10,UTTAR PRADESH,KANPUR DEHAT,0.07,246.55,0.46,15.04126679
2020/01/10,UTTAR PRADESH,FIROZABAD,0,180.71,0,14.72027229
2020/01/10,UTTAR PRADESH,AYODHYA,0.01,339.52,0.04,24.31369952
2020/01/10,UTTAR PRADESH,KUSHINAGAR,0,452.32,0.03,30.7016884
2020/01/10,UTTAR PRADESH,JALAUN,0,654.19,0.01,28.05917731
2020/01/10,UTTAR PRADESH,GHAZIABAD,0.05,181.02,0.43,17.84931186
2020/01/10,UTTAR PRADESH,ETAH,0,229.36,0,17.8531653
2020/01/10,UTTAR PRADESH,BALLIA,0,207.68,0,13.5584401
2020/01/10,UTTAR PRADESH,UNNAO,0.09,344.01,0.87,14.66096308
2020/01/10,UTTAR PRADESH,MAU,0,122.78,0,14.21199734
2020/01/10,UTTAR PRADESH,SITAPUR,0,469.6,0,15.89246566
2020/01/10,UTTAR PRADESH,PRAYAGRAJ,0.01,496.34,0.07,18.67204412
2020/01/10,UTTAR PRADESH,BAREILLY,0.01,568.49,0.04,29.31124838
2020/01/10,UTTAR PRADESH,SHRAWASTI,0,256.32,0,20.01086948
2020/01/10,UTTAR PRADESH,SULTANPUR,0,565.47,0,25.10090464
2020/01/10,UTTAR PRADESH,GONDA,0,517.39,0.02,25.096969
2020/01/10,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,0,98.79,0,13.6823643
2020/01/10,UTTAR PRADESH,KANSIRAM NAGAR,0.19,203.98,1.69,20.28205988
2020/01/10,UTTAR PRADESH,MAHARAJGANJ,0.01,439.04,0.03,29.64663533
2020/01/10,UTTAR PRADESH,MAINPURI,0,193.61,0,14.03730655
2020/01/10,UTTAR PRADESH,VARANASI,0.02,153.68,0.16,19.46268122
2020/01/10,UTTAR PRADESH,AURAIYA,0.23,179.38,1.62,17.51300264
2020/01/09,UTTAR PRADESH,FARRUKHABAD,0,148.77,0,13.3207569
2020/01/09,UTTAR PRADESH,LUCKNOW,0.12,171.47,0.77,13.2271911
2020/01/09,UTTAR PRADESH,KHERI,0.01,788.34,0.12,19.97284485
2020/01/09,UTTAR PRADESH,CHANDAULI,0,254.1,0,19.69407081
2020/01/09,UTTAR PRADESH,AMBEDKAR NAGAR,0,305.44,0,25.85576702
2020/01/09,UTTAR PRADESH,BUDAUN,0.19,452.4,1.81,17.40269764
2020/01/09,UTTAR PRADESH,BALRAMPUR,0.06,387.63,0.59,22.81291084
2020/01/09,UTTAR PRADESH,BASTI,0.05,373.11,0.34,25.34916573
2020/01/09,UTTAR PRADESH,RAMPUR,0.79,371.7,5.17,28.17062216
2020/01/09,UTTAR PRADESH,MIRZAPUR,0.31,642.71,2.99,27.95797503
2020/01/09,UTTAR PRADESH,JYOTIBA PHULE NAGAR,0.5,267.91,4.79,22.98153035
2020/01/09,UTTAR PRADESH,LALITPUR,0.14,494.23,0.85,19.22133622
2020/01/09,UTTAR PRADESH,MAHAMAYA NAGAR,0,166.29,0,18.38905291
2020/01/09,UTTAR PRADESH,MATHURA,0,240.51,0,14.02315617
2020/01/09,UTTAR PRADESH,MAHOBA,0,296.29,0,20.24680389
2020/01/09,UTTAR PRADESH,CHITRAKOOT,0.05,283.43,0.34,18.04870628
2020/01/09,UTTAR PRADESH,SAHARANPUR,0.5,525.43,3.91,27.39507566
2020/01/09,UTTAR PRADESH,KANNAUJ,0.09,159.33,0.88,15.03706023
2020/01/09,UTTAR PRADESH,SANT KABIR NAGAR,0.04,233.27,0.26,28.57671514
2020/01/09,UTTAR PRADESH,SONBHADRA,0.23,975.47,1.41,28.24257055
2020/01/09,UTTAR PRADESH,FATEHPUR,0.04,311.08,0.31,14.61396575
2020/01/09,UTTAR PRADESH,BARA BANKI,0,408.82,0,21.10783755
2020/01/09,UTTAR PRADESH,AZAMGARH,0,344.18,0,15.80385389
2020/01/09,UTTAR PRADESH,BAGHPAT,0,131.72,0.01,19.31116082
2020/01/09,UTTAR PRADESH,ALIGARH,0.01,346.09,0.05,18.06547678
2020/01/09,UTTAR PRADESH,HARDOI,0.02,475.83,0.15,15.49178447
2020/01/09,UTTAR PRADESH,RAE BARELI,0.07,468.86,0.7,19.90339432
2020/01/09,UTTAR PRADESH,GHAZIPUR,0.03,224.69,0.22,13.03456563
2020/01/09,UTTAR PRADESH,KAUSHAMBI,0,128.15,0,12.39293749
2020/01/09,UTTAR PRADESH,BULANDSHAHR,0,283.45,0.04,15.54143333
2020/01/09,UTTAR PRADESH,DEORIA,0,362.58,0,27.82321954
2020/01/09,UTTAR PRADESH,BAHRAICH,0.04,385.84,0.46,17.43791493
2020/01/09,UTTAR PRADESH,GORAKHPUR,0.13,458.63,0.85,26.72662388
2020/01/09,UTTAR PRADESH,BIJNOR,0.35,565.99,3.03,25.50561284
2020/01/09,UTTAR PRADESH,BANDA,0,410.4,0,17.76729567
2020/01/09,UTTAR PRADESH,MUZAFFARNAGAR,0.22,545.48,1.92,26.18164153
2020/01/09,UTTAR PRADESH,SANT RAVI DAS NAGAR(BHADOHI),0.03,83.89,0.23,16.32880295
2020/01/09,UTTAR PRADESH,HAMIRPUR,0,539.41,0,24.83031078
2020/01/09,UTTAR PRADESH,PRATAPGARH,0,320.25,0,16.91727463
2020/01/09,UTTAR PRADESH,ETAWAH,0.07,157.31,0.59,13.25246206
2020/01/09,UTTAR PRADESH,MORADABAD,0.11,375.02,0.98,20.1687274
2020/01/09,UTTAR PRADESH,AGRA,0,298.23,0.04,14.50336224
2020/01/09,UTTAR PRADESH,JAUNPUR,0,314.99,0,15.3246105
2020/01/09,UTTAR PRADESH,KANPUR NAGAR,0,207.92,0,14.15659298
2020/01/09,UTTAR PRADESH,JHANSI,0,485.9,0,18.81717711
2020/01/09,UTTAR PRADESH,SIDDHARTH NAGAR,0.04,378.49,0.27,26.15559781
2020/01/09,UTTAR PRADESH,MEERUT,0.08,314.18,0.76,23.42494373
2020/01/09,UTTAR PRADESH,PILIBHIT,1.1,558.87,7.82,30.35051588
2020/01/09,UTTAR PRADESH,SHAHJAHANPUR,0.04,438.7,0.37,18.42242441
2020/01/09,UTTAR PRADESH,KANPUR DEHAT,0.08,248.13,0.48,15.13781181
2020/01/09,UTTAR PRADESH,FIROZABAD,0,181.7,0,14.8013801
2020/01/09,UTTAR PRADESH,AYODHYA,0.01,344,0.05,24.63428522
2020/01/09,UTTAR PRADESH,KUSHINAGAR,0,465.29,0.01,31.58211066
2020/01/09,UTTAR PRADESH,JALAUN,0,659.05,0.01,28.26796811
2020/01/09,UTTAR PRADESH,GHAZIABAD,0.06,183.26,0.49,18.07036384
2020/01/09,UTTAR PRADESH,ETAH,0,230.44,0,17.93740072
2020/01/09,UTTAR PRADESH,BALLIA,0,209.16,0,13.65480925
2020/01/09,UTTAR PRADESH,UNNAO,0.1,346.33,0.92,14.75993928
2020/01/09,UTTAR PRADESH,MAU,0,123.45,0,14.28992205
2020/01/09,UTTAR PRADESH,SITAPUR,0,472.34,0,15.98538931
2020/01/09,UTTAR PRADESH,PRAYAGRAJ,0.01,499.78,0.1,18.80143736
2020/01/09,UTTAR PRADESH,BAREILLY,1.3,634,8.26,32.68902244
2020/01/09,UTTAR PRADESH,SHRAWASTI,0,257.55,0,20.10707462
2020/01/09,UTTAR PRADESH,SULTANPUR,0,572.05,0,25.39322588
2020/01/09,UTTAR PRADESH,GONDA,0,523.77,0.02,25.40614563
2020/01/09,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,0,99.25,0,13.74674559
2020/01/09,UTTAR PRADESH,KANSIRAM NAGAR,0.21,206.28,1.85,20.51011341
2020/01/09,UTTAR PRADESH,MAHARAJGANJ,0.01,452.32,0.08,30.54307361
2020/01/09,UTTAR PRADESH,MAINPURI,0,194.34,0.01,14.09017658
2020/01/09,UTTAR PRADESH,VARANASI,0.02,155.25,0.17,19.6616453
2020/01/09,UTTAR PRADESH,AURAIYA,0.23,181.44,1.65,17.7137914
2020/01/08,UTTAR PRADESH,FARRUKHABAD,0,149.46,0,13.38249903
2020/01/08,UTTAR PRADESH,LUCKNOW,0.13,172.67,0.79,13.31964429
2020/01/08,UTTAR PRADESH,KHERI,0.11,800.82,0.77,20.28908343
2020/01/08,UTTAR PRADESH,CHANDAULI,0,256.28,0,19.86299941
2020/01/08,UTTAR PRADESH,AMBEDKAR NAGAR,0,311.15,0.04,26.33898041
2020/01/08,UTTAR PRADESH,BUDAUN,0.21,385.76,1.97,14.83915153
2020/01/08,UTTAR PRADESH,BALRAMPUR,0.06,390.97,0.64,23.00978839
2020/01/08,UTTAR PRADESH,BASTI,0.33,388.12,2.26,26.36872624
2020/01/08,UTTAR PRADESH,RAMPUR,1.01,370.29,6.5,28.06404974
2020/01/08,UTTAR PRADESH,MIRZAPUR,0.59,666.71,5.48,29.00193025
2020/01/08,UTTAR PRADESH,JYOTIBA PHULE NAGAR,0.58,276.41,5.36,23.71099204
2020/01/08,UTTAR PRADESH,LALITPUR,0.15,497.43,0.94,19.34586147
2020/01/08,UTTAR PRADESH,MAHAMAYA NAGAR,0,166.94,0,18.46077942
2020/01/08,UTTAR PRADESH,MATHURA,0,241.42,0,14.07627038
2020/01/08,UTTAR PRADESH,MAHOBA,0,297.68,0,20.3416128
2020/01/08,UTTAR PRADESH,CHITRAKOOT,0.07,286.36,0.43,18.2354717
2020/01/08,UTTAR PRADESH,SAHARANPUR,0.82,545.36,6.02,28.43406489
2020/01/08,UTTAR PRADESH,KANNAUJ,0.09,160.26,0.92,15.12441638
2020/01/08,UTTAR PRADESH,SANT KABIR NAGAR,0.65,248.36,4.44,30.42600082
2020/01/08,UTTAR PRADESH,SONBHADRA,0.35,998.64,2.19,28.91344619
2020/01/08,UTTAR PRADESH,FATEHPUR,0.04,314.76,0.35,14.78672959
2020/01/08,UTTAR PRADESH,BARA BANKI,0,410.23,0,21.18046823
2020/01/08,UTTAR PRADESH,AZAMGARH,0,346.62,0,15.91562252
2020/01/08,UTTAR PRADESH,BAGHPAT,0,132.45,0.02,19.41783497
2020/01/08,UTTAR PRADESH,ALIGARH,0.01,347.63,0.06,18.14584625
2020/01/08,UTTAR PRADESH,HARDOI,0.02,478.27,0.17,15.57104278
2020/01/08,UTTAR PRADESH,RAE BARELI,0.08,476.76,0.76,20.23914429
2020/01/08,UTTAR PRADESH,GHAZIPUR,0.03,226.36,0.24,13.13118909
2020/01/08,UTTAR PRADESH,KAUSHAMBI,0,129.64,0,12.53616189
2020/01/08,UTTAR PRADESH,BULANDSHAHR,0.01,284.98,0.06,15.62545084
2020/01/08,UTTAR PRADESH,DEORIA,0,369.67,0,28.36718684
2020/01/08,UTTAR PRADESH,BAHRAICH,0.04,334.28,0.41,15.1076308
2020/01/08,UTTAR PRADESH,GORAKHPUR,0.24,459.99,1.57,26.80632086
2020/01/08,UTTAR PRADESH,BIJNOR,0.69,595.63,5.38,26.84125898
2020/01/08,UTTAR PRADESH,BANDA,0,413.08,0,17.8830871
2020/01/08,UTTAR PRADESH,MUZAFFARNAGAR,0.64,576.49,4.63,27.67038592
2020/01/08,UTTAR PRADESH,SANT RAVI DAS NAGAR(BHADOHI),0.03,84.47,0.26,16.44280268
2020/01/08,UTTAR PRADESH,HAMIRPUR,0,544.9,0,25.08287057
2020/01/08,UTTAR PRADESH,PRATAPGARH,0,322.27,0,17.0239501
2020/01/08,UTTAR PRADESH,ETAWAH,0.07,158.27,0.59,13.33278346
2020/01/08,UTTAR PRADESH,MORADABAD,0.11,379.25,1.05,20.39606558
2020/01/08,UTTAR PRADESH,AGRA,0,300.12,0.05,14.59547
2020/01/08,UTTAR PRADESH,JAUNPUR,0,317.34,0,15.43901515
2020/01/08,UTTAR PRADESH,KANPUR NAGAR,0,209.67,0.01,14.27568313
2020/01/08,UTTAR PRADESH,JHANSI,0,488.78,0,18.92871952
2020/01/08,UTTAR PRADESH,SIDDHARTH NAGAR,0.05,386.15,0.36,26.68502672
2020/01/08,UTTAR PRADESH,MEERUT,0.09,320.12,0.86,23.86744807
2020/01/08,UTTAR PRADESH,PILIBHIT,1.8,585.56,12.22,31.79986847
2020/01/08,UTTAR PRADESH,SHAHJAHANPUR,0.02,406.02,0.14,17.04984308
2020/01/08,UTTAR PRADESH,KANPUR DEHAT,0.08,250.53,0.51,15.28413469
2020/01/08,UTTAR PRADESH,FIROZABAD,0,182.91,0,14.89963737
2020/01/08,UTTAR PRADESH,AYODHYA,0.01,349.88,0.09,25.0550828
2020/01/08,UTTAR PRADESH,KUSHINAGAR,0.14,489.12,1.21,33.20011192
2020/01/08,UTTAR PRADESH,JALAUN,0,667.16,0.01,28.61547142
2020/01/08,UTTAR PRADESH,GHAZIABAD,0.09,186.04,0.72,18.34488123
2020/01/08,UTTAR PRADESH,ETAH,0,231.42,0,18.01391631
2020/01/08,UTTAR PRADESH,BALLIA,0,210.91,0,13.76924537
2020/01/08,UTTAR PRADESH,UNNAO,0.1,349.28,0.99,14.88563819
2020/01/08,UTTAR PRADESH,MAU,0,124.09,0,14.3636409
2020/01/08,UTTAR PRADESH,SITAPUR,0,459.86,0,15.56313161
2020/01/08,UTTAR PRADESH,PRAYAGRAJ,0.02,503.8,0.16,18.9526826
2020/01/08,UTTAR PRADESH,BAREILLY,1.09,520.13,6.73,26.81769321
2020/01/08,UTTAR PRADESH,SHRAWASTI,0,235.33,0,18.37227845
2020/01/08,UTTAR PRADESH,SULTANPUR,0.02,580.62,0.11,25.77370311
2020/01/08,UTTAR PRADESH,GONDA,0,525.26,0.03,25.47856906
2020/01/08,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,0,99.67,0,13.80424697
2020/01/08,UTTAR PRADESH,KANSIRAM NAGAR,0.24,209.46,2.11,20.82619131
2020/01/08,UTTAR PRADESH,MAHARAJGANJ,0.19,475.95,1.49,32.13915274
2020/01/08,UTTAR PRADESH,MAINPURI,0,195.33,0.01,14.1623272
2020/01/08,UTTAR PRADESH,VARANASI,0.02,156.9,0.18,19.87092448
2020/01/08,UTTAR PRADESH,AURAIYA,0.29,184.97,1.99,18.0584326
2020/01/07,UTTAR PRADESH,FARRUKHABAD,0,140.31,0,12.56333969
2020/01/07,UTTAR PRADESH,LUCKNOW,0.13,163.35,0.8,12.60029045
2020/01/07,UTTAR PRADESH,KHERI,0.01,764.82,0.12,19.37706536
2020/01/07,UTTAR PRADESH,CHANDAULI,0,225.44,0,17.47246103
2020/01/07,UTTAR PRADESH,AMBEDKAR NAGAR,0,284.05,0,24.0455763
2020/01/07,UTTAR PRADESH,BUDAUN,0,339.96,0,13.07738185
2020/01/07,UTTAR PRADESH,BALRAMPUR,0,293.16,0,17.25303835
2020/01/07,UTTAR PRADESH,BASTI,0.03,318.64,0.16,21.64802568
2020/01/07,UTTAR PRADESH,RAMPUR,0.07,307.81,0.58,23.32846838
2020/01/07,UTTAR PRADESH,MIRZAPUR,0.12,556.1,1.22,24.19018413
2020/01/07,UTTAR PRADESH,JYOTIBA PHULE NAGAR,0.14,219.91,1.38,18.86446219
2020/01/07,UTTAR PRADESH,LALITPUR,0.17,502.06,1.05,19.5258841
2020/01/07,UTTAR PRADESH,MAHAMAYA NAGAR,0,167.5,0,18.52243283
2020/01/07,UTTAR PRADESH,MATHURA,0,242.12,0,14.11702724
2020/01/07,UTTAR PRADESH,MAHOBA,0,287.38,0,19.63802139
2020/01/07,UTTAR PRADESH,CHITRAKOOT,0.01,241.85,0.09,15.40079922
2020/01/07,UTTAR PRADESH,SAHARANPUR,0.41,522.02,3.37,27.21732731
2020/01/07,UTTAR PRADESH,KANNAUJ,0.1,137.03,0.96,12.93183482
2020/01/07,UTTAR PRADESH,SANT KABIR NAGAR,0,186.38,0,22.83252252
2020/01/07,UTTAR PRADESH,SONBHADRA,0.17,985.24,1.06,28.5256916
2020/01/07,UTTAR PRADESH,FATEHPUR,0.01,261.85,0.05,12.30143438
2020/01/07,UTTAR PRADESH,BARA BANKI,0,370.67,0,19.13832999
2020/01/07,UTTAR PRADESH,AZAMGARH,0,348.22,0,15.98953221
2020/01/07,UTTAR PRADESH,BAGHPAT,0,129.42,0.02,18.97369677
2020/01/07,UTTAR PRADESH,ALIGARH,0,336.43,0,17.56127459
2020/01/07,UTTAR PRADESH,HARDOI,0.02,402.44,0.17,13.10216985
2020/01/07,UTTAR PRADESH,RAE BARELI,0,392.57,0,16.66490597
2020/01/07,UTTAR PRADESH,GHAZIPUR,0.03,221.87,0.26,12.8708892
2020/01/07,UTTAR PRADESH,KAUSHAMBI,0,125.66,0,12.15181126
2020/01/07,UTTAR PRADESH,BULANDSHAHR,0,277.41,0.02,15.21004932
2020/01/07,UTTAR PRADESH,DEORIA,0,339.03,0,26.01571383
2020/01/07,UTTAR PRADESH,BAHRAICH,0.04,325.56,0.44,14.71350827
2020/01/07,UTTAR PRADESH,GORAKHPUR,0.1,424.92,0.64,24.76215236
2020/01/07,UTTAR PRADESH,BIJNOR,0.16,476.82,1.48,21.48690335
2020/01/07,UTTAR PRADESH,BANDA,0,386.45,0,16.73019484
2020/01/07,UTTAR PRADESH,MUZAFFARNAGAR,0.13,506.61,1.29,24.31635443
2020/01/07,UTTAR PRADESH,SANT RAVI DAS NAGAR(BHADOHI),0.02,75,0.13,14.59839102
2020/01/07,UTTAR PRADESH,HAMIRPUR,0,519.81,0,23.92789505
2020/01/07,UTTAR PRADESH,PRATAPGARH,0,319.79,0,16.89284556
2020/01/07,UTTAR PRADESH,ETAWAH,0.07,151.77,0.6,12.78583015
2020/01/07,UTTAR PRADESH,MORADABAD,0.1,368.47,0.97,19.81642745
2020/01/07,UTTAR PRADESH,AGRA,0.01,288.77,0.06,14.04328149
2020/01/07,UTTAR PRADESH,JAUNPUR,0,315.59,0,15.35362357
2020/01/07,UTTAR PRADESH,KANPUR NAGAR,0,185.51,0.01,12.63066421
2020/01/07,UTTAR PRADESH,JHANSI,0,462.53,0,17.91231438
2020/01/07,UTTAR PRADESH,SIDDHARTH NAGAR,0,310.92,0,21.48617244
2020/01/07,UTTAR PRADESH,MEERUT,0.03,286.3,0.27,21.34642698
2020/01/07,UTTAR PRADESH,PILIBHIT,0.01,404.03,0.08,21.94164831
2020/01/07,UTTAR PRADESH,SHAHJAHANPUR,0,391.41,0,16.43658633
2020/01/07,UTTAR PRADESH,KANPUR DEHAT,0.08,206.35,0.52,12.58866517
2020/01/07,UTTAR PRADESH,FIROZABAD,0,184.38,0.01,15.01954426
2020/01/07,UTTAR PRADESH,AYODHYA,0.01,299.23,0.08,21.42807979
2020/01/07,UTTAR PRADESH,KUSHINAGAR,0,439.82,0,29.85358147
2020/01/07,UTTAR PRADESH,JALAUN,0,570.76,0.01,24.48076515
2020/01/07,UTTAR PRADESH,GHAZIABAD,0.01,175.38,0.07,17.29343877
2020/01/07,UTTAR PRADESH,ETAH,0,231.83,0,18.04566005
2020/01/07,UTTAR PRADESH,BALLIA,0,210.21,0,13.72366427
2020/01/07,UTTAR PRADESH,UNNAO,0.03,304.81,0.3,12.99043994
2020/01/07,UTTAR PRADESH,MAU,0,123.68,0,14.3162968
2020/01/07,UTTAR PRADESH,SITAPUR,0,453.3,0,15.34085311
2020/01/07,UTTAR PRADESH,PRAYAGRAJ,0.01,440.84,0.05,16.58443134
2020/01/07,UTTAR PRADESH,BAREILLY,0,370.68,0,19.11230269
2020/01/07,UTTAR PRADESH,SHRAWASTI,0,220.83,0,17.24001665
2020/01/07,UTTAR PRADESH,SULTANPUR,0,503.95,0,22.37000455
2020/01/07,UTTAR PRADESH,GONDA,0.01,462.44,0.03,22.43128424
2020/01/07,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,0,100.05,0,13.85736768
2020/01/07,UTTAR PRADESH,KANSIRAM NAGAR,0,165.44,0,16.45002622
2020/01/07,UTTAR PRADESH,MAHARAJGANJ,0,390.07,0,26.34004665
2020/01/07,UTTAR PRADESH,MAINPURI,0,194.59,0.01,14.10801222
2020/01/07,UTTAR PRADESH,VARANASI,0,123.1,0.04,15.59017712
2020/01/07,UTTAR PRADESH,AURAIYA,0.25,136.34,1.73,13.31142164
2020/01/06,UTTAR PRADESH,FARRUKHABAD,1.79,173.4,12.22,15.5263759
2020/01/06,UTTAR PRADESH,LUCKNOW,1.79,202.85,12.42,15.64760601
2020/01/06,UTTAR PRADESH,KHERI,3.58,931.66,24.53,23.60403153
2020/01/06,UTTAR PRADESH,CHANDAULI,0.69,221.69,6.15,17.18194724
2020/01/06,UTTAR PRADESH,AMBEDKAR NAGAR,0.59,293.78,4.28,24.86851632
2020/01/06,UTTAR PRADESH,BUDAUN,1.32,396.84,11.75,15.26549435
2020/01/06,UTTAR PRADESH,BALRAMPUR,0.81,347.67,6.3,20.4616029
2020/01/06,UTTAR PRADESH,BASTI,1.05,326.58,6.9,22.18793882
2020/01/06,UTTAR PRADESH,RAMPUR,1.97,326.67,13.01,24.7583395
2020/01/06,UTTAR PRADESH,MIRZAPUR,1.6,532.17,14.33,23.14940139
2020/01/06,UTTAR PRADESH,JYOTIBA PHULE NAGAR,3.62,266.12,31.5,22.82788411
2020/01/06,UTTAR PRADESH,LALITPUR,0.4,484.11,2.57,18.82758005
2020/01/06,UTTAR PRADESH,MAHAMAYA NAGAR,0.07,165.25,0.42,18.27367033
2020/01/06,UTTAR PRADESH,MATHURA,0.1,245.44,0.66,14.31065751
2020/01/06,UTTAR PRADESH,MAHOBA,0,325.62,0,22.25101066
2020/01/06,UTTAR PRADESH,CHITRAKOOT,0.9,282.32,8.01,17.97825975
2020/01/06,UTTAR PRADESH,SAHARANPUR,2.11,482.82,15.71,25.17303658
2020/01/06,UTTAR PRADESH,KANNAUJ,2.21,153.02,15.92,14.44152222
2020/01/06,UTTAR PRADESH,SANT KABIR NAGAR,0.91,183.67,8.1,22.50046271
2020/01/06,UTTAR PRADESH,SONBHADRA,2.77,1116.04,18.03,32.31263456
2020/01/06,UTTAR PRADESH,FATEHPUR,2.75,376.04,21.18,17.66550123
2020/01/06,UTTAR PRADESH,BARA BANKI,0.61,453.18,3.82,23.39798369
2020/01/06,UTTAR PRADESH,AZAMGARH,1.02,349.37,7.15,16.04221484
2020/01/06,UTTAR PRADESH,BAGHPAT,1.17,151.24,9.6,22.17303201
2020/01/06,UTTAR PRADESH,ALIGARH,0.39,338.34,2.69,17.66112029
2020/01/06,UTTAR PRADESH,HARDOI,0.95,505.96,7.52,16.47273533
2020/01/06,UTTAR PRADESH,RAE BARELI,2.91,530.35,23.03,22.51399308
2020/01/06,UTTAR PRADESH,GHAZIPUR,1.98,225.96,15.97,13.10785853
2020/01/06,UTTAR PRADESH,KAUSHAMBI,1.85,140.21,14.26,13.55854474
2020/01/06,UTTAR PRADESH,BULANDSHAHR,0.46,334.3,3.17,18.32923227
2020/01/06,UTTAR PRADESH,DEORIA,0.09,330.04,0.61,25.32618462
2020/01/06,UTTAR PRADESH,BAHRAICH,2.64,448.5,22.71,20.26943607
2020/01/06,UTTAR PRADESH,GORAKHPUR,1.19,424.26,9.19,24.72410208
2020/01/06,UTTAR PRADESH,BIJNOR,2.84,470.3,21.07,21.19331106
2020/01/06,UTTAR PRADESH,BANDA,0.5,462.79,4.18,20.03518292
2020/01/06,UTTAR PRADESH,MUZAFFARNAGAR,0.68,486.9,5.43,23.37028219
2020/01/06,UTTAR PRADESH,SANT RAVI DAS NAGAR(BHADOHI),1.11,73.07,8.19,14.22227784
2020/01/06,UTTAR PRADESH,HAMIRPUR,0,574.68,0,26.45391874
2020/01/06,UTTAR PRADESH,PRATAPGARH,0.23,385.58,1.91,20.3680011
2020/01/06,UTTAR PRADESH,ETAWAH,1.29,171.35,10.45,14.4354049
2020/01/06,UTTAR PRADESH,MORADABAD,2.88,429.51,21.26,23.09931954
2020/01/06,UTTAR PRADESH,AGRA,1.25,323.68,9.47,15.74111429
2020/01/06,UTTAR PRADESH,JAUNPUR,0.49,336.11,3.82,16.3519421
2020/01/06,UTTAR PRADESH,KANPUR NAGAR,1.09,171.75,7.14,11.69366029
2020/01/06,UTTAR PRADESH,JHANSI,0.06,382.16,0.41,14.79958532
2020/01/06,UTTAR PRADESH,SIDDHARTH NAGAR,0,292.59,0,20.21970214
2020/01/06,UTTAR PRADESH,MEERUT,1.16,314.89,8.35,23.47782153
2020/01/06,UTTAR PRADESH,PILIBHIT,5.09,467.85,34.4,25.40727344
2020/01/06,UTTAR PRADESH,SHAHJAHANPUR,0.68,439.86,5.32,18.47084841
2020/01/06,UTTAR PRADESH,KANPUR DEHAT,0.53,167.16,3.29,10.19780473
2020/01/06,UTTAR PRADESH,FIROZABAD,1.54,201.74,12.1,16.43361992
2020/01/06,UTTAR PRADESH,AYODHYA,3.7,365.77,26.32,26.19306493
2020/01/06,UTTAR PRADESH,KUSHINAGAR,1.14,457.21,10.59,31.03419403
2020/01/06,UTTAR PRADESH,JALAUN,0.01,507.93,0.04,21.78595253
2020/01/06,UTTAR PRADESH,GHAZIABAD,1.96,209.87,13.05,20.69408933
2020/01/06,UTTAR PRADESH,ETAH,0.02,245.8,0.1,19.13324677
2020/01/06,UTTAR PRADESH,BALLIA,0.02,192.9,0.16,12.59331523
2020/01/06,UTTAR PRADESH,UNNAO,1.31,321.58,11.05,13.70500477
2020/01/06,UTTAR PRADESH,MAU,0.68,117.53,4.83,13.60457575
2020/01/06,UTTAR PRADESH,SITAPUR,0.6,561.42,4.91,18.99998445
2020/01/06,UTTAR PRADESH,PRAYAGRAJ,1.31,418.08,11.7,15.72791059
2020/01/06,UTTAR PRADESH,BAREILLY,3.5,445.42,22.09,22.96568338
2020/01/06,UTTAR PRADESH,SHRAWASTI,2.75,287,24.17,22.40632963
2020/01/06,UTTAR PRADESH,SULTANPUR,1.39,618.86,9.37,27.4710998
2020/01/06,UTTAR PRADESH,GONDA,1.44,512.65,10.6,24.86711861
2020/01/06,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,1.2,133.84,8.05,18.53818546
2020/01/06,UTTAR PRADESH,KANSIRAM NAGAR,1.46,169.59,12.49,16.86195178
2020/01/06,UTTAR PRADESH,MAHARAJGANJ,0.64,380.37,5.82,25.68500287
2020/01/06,UTTAR PRADESH,MAINPURI,0.43,193.25,3.93,14.01132864
2020/01/06,UTTAR PRADESH,VARANASI,0.62,129.43,5.27,16.39229152
2020/01/06,UTTAR PRADESH,AURAIYA,0.81,111.19,5.87,10.85535954
2020/01/05,UTTAR PRADESH,FARRUKHABAD,1.86,174.8,12.72,15.65094439
2020/01/05,UTTAR PRADESH,LUCKNOW,1.85,207.47,12.84,16.00380138
2020/01/05,UTTAR PRADESH,KHERI,3.61,952.53,24.79,24.13273762
2020/01/05,UTTAR PRADESH,CHANDAULI,0.7,226.18,6.28,17.52991522
2020/01/05,UTTAR PRADESH,AMBEDKAR NAGAR,0.59,300.21,4.32,25.41273604
2020/01/05,UTTAR PRADESH,BUDAUN,1.35,397.92,12.01,15.30691902
2020/01/05,UTTAR PRADESH,BALRAMPUR,0.84,354.55,6.48,20.86648837
2020/01/05,UTTAR PRADESH,BASTI,1.06,333.01,6.94,22.62471666
2020/01/05,UTTAR PRADESH,RAMPUR,1.95,325.61,12.89,24.67805705
2020/01/05,UTTAR PRADESH,MIRZAPUR,1.65,544.48,14.77,23.68496715
2020/01/05,UTTAR PRADESH,JYOTIBA PHULE NAGAR,3.62,263.06,31.5,22.56596507
2020/01/05,UTTAR PRADESH,LALITPUR,0.45,498.48,2.82,19.38636184
2020/01/05,UTTAR PRADESH,MAHAMAYA NAGAR,0.07,166.13,0.44,18.37140263
2020/01/05,UTTAR PRADESH,MATHURA,0.1,247.29,0.66,14.41886094
